movie,popcorn,name,age,drink,times,snacks,payments
위시,어니언,이종수,30,사이다,일반,나초,신용 카드
웡카,치즈,권준혁,20,제로 콜라,일반,구매 안함,신용 카드
시민 덕희,구매 안함,박준영,60,제로 콜라,일반,구매 안함,삼성 페이
웡카,치즈,김수민,20,사이다,조조,구매 안함,체크 카드
시민 덕희,구매 안함,송정훈,30,물,일반,구매 안함,삼성 페이
웡카,구매 안함,문예준,20,사이다,심야,핫도그,삼성 페이
너의 이름은,치즈,이은경,20,에이드,일반,구매 안함,체크 카드
시민 덕희,구매 안함,서도현,20,제로 콜라,일반,구매 안함,삼성 페이
시민 덕희,구매 안함,안지우,20,환타,일반,핫도그,삼성 페이
웡카,치즈,이지아,20,콜라,일반,구매 안함,삼성 페이
너의 이름은,치즈,김중수,40,에이드,일반,나초,카카오 페이
시민 덕희,어니언,이민재,20,환타,조조,구매 안함,카카오 페이
웡카,일반,황준서,20,사이다,일반,구매 안함,삼성 페이
시민 덕희,카라멜,권아름,20,구매 안함,조조,나초,삼성 페이
너의 이름은,어니언,강성민,30,물,일반,오징어,삼성 페이
너의 이름은,구매 안함,김주원,20,아메리카노,일반,구매 안함,현금
도그맨,구매 안함,이윤서,50,물,일반,핫도그,신용 카드
웡카,구매 안함,권현숙,30,에이드,일반,나초,체크 카드
너의 이름은,구매 안함,황상훈,20,콜라,일반,구매 안함,삼성 페이
웡카,구매 안함,이지아,50,콜라,일반,구매 안함,신용 카드
시민 덕희,치즈,김은주,40,구매 안함,조조,나초,삼성 페이
시민 덕희,구매 안함,김은서,40,아메리카노,일반,나초,삼성 페이
웡카,구매 안함,허상호,20,사이다,일반,구매 안함,체크 카드
시민 덕희,구매 안함,민영수,20,콜라,심야,구매 안함,삼성 페이
외계인,카라멜,최영식,30,콜라,심야,나초,신용 카드
웡카,구매 안함,권상훈,30,제로 콜라,조조,구매 안함,삼성 페이
외계인,일반,신준호,30,제로 콜라,일반,나초,삼성 페이
시민 덕희,구매 안함,김현숙,20,구매 안함,일반,핫도그,체크 카드
외계인,어니언,양옥자,30,물,조조,나초,신용 카드
외계인,구매 안함,장은영,20,구매 안함,심야,핫도그,체크 카드
웡카,구매 안함,문수빈,20,콜라,일반,핫도그,신용 카드
웡카,구매 안함,황순자,30,환타,일반,나초,삼성 페이
웡카,구매 안함,김지민,20,물,일반,구매 안함,삼성 페이
웡카,구매 안함,박종수,30,환타,일반,나초,삼성 페이
시민 덕희,일반,서예진,30,아메리카노,일반,구매 안함,카카오 페이
웡카,일반,김서준,50,제로 콜라,일반,구매 안함,삼성 페이
너의 이름은,일반,김민서,40,에이드,조조,핫도그,삼성 페이
시민 덕희,카라멜,정정호,60,물,조조,구매 안함,삼성 페이
너의 이름은,일반,문동현,50,에이드,일반,맛밤,체크 카드
웡카,구매 안함,이지영,20,에이드,일반,나초,신용 카드
외계인,일반,김현우,30,에이드,일반,나초,신용 카드
웡카,구매 안함,최숙자,30,제로 콜라,조조,나초,신용 카드
웡카,구매 안함,정광수,20,에이드,조조,나초,현금
시민 덕희,카라멜,이유진,40,아메리카노,일반,맛밤,삼성 페이
위시,구매 안함,김성호,30,물,일반,구매 안함,삼성 페이
도그맨,구매 안함,김준영,30,콜라,조조,구매 안함,신용 카드
위시,일반,오지후,30,에이드,조조,구매 안함,신용 카드
외계인,구매 안함,강옥순,40,물,심야,구매 안함,현금
외계인,일반,박민석,20,아메리카노,일반,구매 안함,삼성 페이
시민 덕희,구매 안함,김정남,60,제로 콜라,조조,구매 안함,삼성 페이
웡카,구매 안함,박성훈,20,콜라,조조,나초,삼성 페이
웡카,일반,김은주,20,아메리카노,조조,핫도그,신용 카드
웡카,어니언,손현주,30,구매 안함,일반,나초,신용 카드
시민 덕희,구매 안함,김상현,30,사이다,일반,나초,신용 카드
너의 이름은,구매 안함,송상훈,20,제로 콜라,일반,구매 안함,신용 카드
외계인,구매 안함,오경숙,40,물,심야,핫도그,삼성 페이
웡카,구매 안함,이재현,20,사이다,일반,나초,삼성 페이
시민 덕희,구매 안함,오정식,20,물,일반,구매 안함,삼성 페이
웡카,구매 안함,김보람,20,에이드,일반,구매 안함,현금
웡카,구매 안함,박정순,30,에이드,일반,나초,신용 카드
위시,일반,김주원,30,물,일반,구매 안함,삼성 페이
웡카,일반,김하윤,30,제로 콜라,일반,구매 안함,신용 카드
위시,일반,김현우,20,물,일반,나초,삼성 페이
위시,어니언,최종수,20,에이드,일반,나초,삼성 페이
웡카,일반,권준혁,20,물,조조,구매 안함,신용 카드
도그맨,치즈,박경희,50,사이다,일반,구매 안함,삼성 페이
시민 덕희,어니언,윤우진,40,아메리카노,일반,구매 안함,삼성 페이
도그맨,구매 안함,이동현,30,아메리카노,심야,나초,카카오 페이
시민 덕희,구매 안함,최경희,20,제로 콜라,일반,구매 안함,신용 카드
외계인,구매 안함,박준혁,50,제로 콜라,조조,구매 안함,신용 카드
너의 이름은,구매 안함,김정웅,30,콜라,일반,구매 안함,삼성 페이
웡카,구매 안함,민현숙,60,아메리카노,일반,나초,현금
도그맨,구매 안함,이정훈,40,콜라,심야,구매 안함,삼성 페이
웡카,어니언,김예지,20,환타,일반,나초,삼성 페이
웡카,구매 안함,장민석,30,제로 콜라,일반,구매 안함,신용 카드
웡카,구매 안함,이서연,40,에이드,일반,오징어,신용 카드
외계인,구매 안함,박보람,50,제로 콜라,심야,구매 안함,삼성 페이
웡카,구매 안함,김준혁,20,사이다,조조,나초,삼성 페이
외계인,구매 안함,이지영,20,아메리카노,일반,맛밤,카카오 페이
시민 덕희,일반,안광수,30,에이드,조조,구매 안함,삼성 페이
너의 이름은,구매 안함,오준영,30,환타,심야,나초,신용 카드
위시,구매 안함,이정남,20,제로 콜라,일반,나초,삼성 페이
시민 덕희,일반,백하은,30,아메리카노,일반,나초,삼성 페이
위시,구매 안함,김명숙,40,아메리카노,일반,핫도그,삼성 페이
너의 이름은,구매 안함,이영호,30,물,일반,맛밤,신용 카드
웡카,어니언,박영일,60,구매 안함,일반,구매 안함,카카오 페이
웡카,구매 안함,류영수,40,물,조조,구매 안함,삼성 페이
도그맨,구매 안함,김정희,20,물,조조,구매 안함,삼성 페이
웡카,카라멜,김시우,20,구매 안함,일반,나초,삼성 페이
시민 덕희,어니언,조명자,20,아메리카노,일반,구매 안함,신용 카드
너의 이름은,구매 안함,이시우,20,제로 콜라,심야,구매 안함,삼성 페이
위시,어니언,이상훈,20,제로 콜라,조조,구매 안함,신용 카드
웡카,구매 안함,윤현우,30,제로 콜라,조조,핫도그,삼성 페이
너의 이름은,구매 안함,이지영,30,에이드,일반,나초,카카오 페이
외계인,구매 안함,이성민,20,콜라,일반,구매 안함,삼성 페이
시민 덕희,치즈,노영호,30,에이드,일반,구매 안함,삼성 페이
도그맨,어니언,이예은,20,물,일반,구매 안함,삼성 페이
도그맨,어니언,황미영,40,물,일반,구매 안함,삼성 페이
시민 덕희,구매 안함,류병철,30,환타,조조,구매 안함,신용 카드
웡카,어니언,장영자,20,에이드,일반,구매 안함,삼성 페이
위시,일반,최옥자,40,제로 콜라,일반,구매 안함,현금
위시,일반,이지혜,30,구매 안함,일반,구매 안함,신용 카드
웡카,구매 안함,이중수,30,사이다,일반,나초,삼성 페이
웡카,어니언,김예원,20,물,일반,구매 안함,카카오 페이
시민 덕희,어니언,임재현,20,콜라,일반,구매 안함,신용 카드
시민 덕희,구매 안함,박서연,50,제로 콜라,일반,구매 안함,신용 카드
너의 이름은,일반,허춘자,50,물,일반,구매 안함,체크 카드
시민 덕희,일반,박은주,40,에이드,일반,나초,삼성 페이
시민 덕희,구매 안함,김지훈,50,환타,심야,나초,체크 카드
시민 덕희,치즈,홍동현,30,콜라,일반,구매 안함,삼성 페이
웡카,카라멜,남영진,50,에이드,일반,구매 안함,신용 카드
시민 덕희,구매 안함,양민수,40,구매 안함,조조,구매 안함,신용 카드
웡카,카라멜,박민재,20,제로 콜라,일반,구매 안함,현금
외계인,일반,김민수,20,아메리카노,일반,구매 안함,삼성 페이
시민 덕희,구매 안함,김은경,20,구매 안함,일반,구매 안함,카카오 페이
시민 덕희,구매 안함,허정수,40,제로 콜라,일반,맛밤,삼성 페이
너의 이름은,구매 안함,문수민,20,구매 안함,조조,구매 안함,카카오 페이
웡카,구매 안함,임미경,30,제로 콜라,일반,구매 안함,체크 카드
도그맨,구매 안함,김수진,20,제로 콜라,일반,구매 안함,삼성 페이
도그맨,구매 안함,김상철,20,환타,심야,구매 안함,삼성 페이
외계인,카라멜,곽재호,20,물,조조,구매 안함,삼성 페이
위시,구매 안함,엄정웅,40,에이드,조조,구매 안함,삼성 페이
웡카,카라멜,서서영,40,아메리카노,일반,구매 안함,체크 카드
웡카,구매 안함,김재현,40,에이드,일반,나초,삼성 페이
웡카,어니언,최성민,20,환타,일반,구매 안함,삼성 페이
시민 덕희,일반,조경숙,30,환타,일반,구매 안함,신용 카드
외계인,카라멜,권은주,20,아메리카노,일반,구매 안함,삼성 페이
웡카,구매 안함,심예진,20,물,일반,구매 안함,삼성 페이
외계인,일반,강미정,30,구매 안함,일반,구매 안함,삼성 페이
시민 덕희,구매 안함,한시우,30,제로 콜라,일반,핫도그,체크 카드
웡카,구매 안함,임승현,30,콜라,일반,구매 안함,삼성 페이
시민 덕희,구매 안함,권경희,40,아메리카노,일반,오징어,신용 카드
너의 이름은,일반,서영호,50,제로 콜라,심야,구매 안함,신용 카드
위시,구매 안함,이춘자,30,사이다,일반,나초,신용 카드
너의 이름은,어니언,류선영,20,물,일반,구매 안함,삼성 페이
웡카,어니언,홍상철,30,환타,일반,구매 안함,신용 카드
외계인,카라멜,오경희,50,물,조조,나초,삼성 페이
시민 덕희,구매 안함,류성진,40,환타,일반,구매 안함,체크 카드
너의 이름은,일반,김숙자,60,아메리카노,조조,핫도그,삼성 페이
위시,구매 안함,이병철,40,콜라,일반,핫도그,삼성 페이
외계인,구매 안함,김정순,40,구매 안함,일반,구매 안함,체크 카드
웡카,구매 안함,김숙자,20,구매 안함,일반,오징어,삼성 페이
웡카,카라멜,이정식,20,물,일반,구매 안함,신용 카드
외계인,구매 안함,이숙자,30,구매 안함,일반,구매 안함,삼성 페이
웡카,구매 안함,하현우,30,콜라,일반,구매 안함,신용 카드
시민 덕희,구매 안함,박현정,20,물,일반,구매 안함,체크 카드
시민 덕희,구매 안함,최도윤,30,에이드,조조,구매 안함,신용 카드
시민 덕희,구매 안함,강영자,60,물,일반,구매 안함,신용 카드
도그맨,치즈,박동현,30,아메리카노,일반,구매 안함,신용 카드
웡카,구매 안함,김미경,20,콜라,조조,구매 안함,삼성 페이
시민 덕희,구매 안함,우상철,20,구매 안함,일반,나초,체크 카드
웡카,구매 안함,이정호,40,제로 콜라,일반,핫도그,삼성 페이
시민 덕희,구매 안함,박하윤,30,에이드,일반,구매 안함,삼성 페이
웡카,구매 안함,송서영,20,환타,일반,나초,체크 카드
웡카,카라멜,강현주,20,아메리카노,일반,구매 안함,삼성 페이
외계인,구매 안함,김정웅,20,구매 안함,일반,구매 안함,삼성 페이
너의 이름은,구매 안함,김정숙,50,물,일반,구매 안함,신용 카드
시민 덕희,일반,허은정,20,환타,심야,구매 안함,삼성 페이
도그맨,구매 안함,허춘자,40,물,조조,구매 안함,삼성 페이
시민 덕희,구매 안함,강승민,20,구매 안함,조조,구매 안함,신용 카드
시민 덕희,구매 안함,장영미,30,구매 안함,조조,구매 안함,삼성 페이
도그맨,구매 안함,오수빈,20,아메리카노,조조,맛밤,신용 카드
웡카,카라멜,박지원,50,콜라,일반,핫도그,삼성 페이
도그맨,일반,김영미,20,물,일반,오징어,삼성 페이
웡카,일반,최정희,40,제로 콜라,일반,구매 안함,삼성 페이
웡카,구매 안함,송상현,30,사이다,일반,구매 안함,삼성 페이
너의 이름은,구매 안함,주서윤,30,사이다,일반,구매 안함,삼성 페이
도그맨,일반,이성현,40,사이다,조조,구매 안함,삼성 페이
외계인,일반,이보람,60,구매 안함,일반,구매 안함,삼성 페이
도그맨,구매 안함,고성민,20,제로 콜라,일반,구매 안함,현금
외계인,일반,이성훈,30,콜라,일반,핫도그,삼성 페이
웡카,구매 안함,김현우,20,환타,조조,구매 안함,신용 카드
시민 덕희,어니언,이예준,20,제로 콜라,일반,맛밤,체크 카드
시민 덕희,일반,장진우,30,제로 콜라,조조,맛밤,삼성 페이
웡카,일반,김서영,20,아메리카노,일반,구매 안함,삼성 페이
외계인,구매 안함,이채원,40,사이다,일반,핫도그,체크 카드
도그맨,카라멜,김하윤,20,물,일반,구매 안함,삼성 페이
웡카,구매 안함,김우진,50,아메리카노,조조,맛밤,삼성 페이
도그맨,구매 안함,최수빈,20,콜라,일반,구매 안함,신용 카드
시민 덕희,구매 안함,장영철,20,에이드,일반,핫도그,삼성 페이
위시,치즈,김경숙,50,물,조조,맛밤,현금
웡카,카라멜,김승민,20,제로 콜라,일반,나초,삼성 페이
웡카,구매 안함,오영일,30,환타,일반,구매 안함,삼성 페이
도그맨,구매 안함,김성현,30,사이다,조조,나초,삼성 페이
웡카,구매 안함,황지은,30,물,일반,나초,신용 카드
시민 덕희,일반,김재현,40,제로 콜라,일반,핫도그,삼성 페이
도그맨,구매 안함,이영철,20,환타,일반,나초,삼성 페이
웡카,어니언,김수빈,60,구매 안함,일반,핫도그,삼성 페이
외계인,일반,정예원,20,아메리카노,조조,나초,삼성 페이
시민 덕희,카라멜,홍순자,20,물,일반,구매 안함,삼성 페이
시민 덕희,구매 안함,이영길,30,물,일반,핫도그,삼성 페이
너의 이름은,구매 안함,서명숙,20,물,일반,구매 안함,현금
웡카,치즈,김성진,50,구매 안함,일반,나초,신용 카드
외계인,구매 안함,김성호,30,구매 안함,일반,구매 안함,신용 카드
시민 덕희,일반,박정훈,20,사이다,심야,구매 안함,체크 카드
외계인,일반,윤수민,20,구매 안함,일반,나초,체크 카드
도그맨,구매 안함,지시우,20,사이다,심야,구매 안함,체크 카드
시민 덕희,구매 안함,조영희,40,물,일반,구매 안함,삼성 페이
외계인,구매 안함,배상훈,60,사이다,일반,나초,카카오 페이
웡카,구매 안함,홍영희,30,콜라,일반,나초,삼성 페이
시민 덕희,구매 안함,윤준서,30,구매 안함,일반,구매 안함,삼성 페이
위시,구매 안함,김현우,50,사이다,일반,나초,신용 카드
웡카,구매 안함,김도윤,50,에이드,조조,구매 안함,신용 카드
시민 덕희,치즈,곽정수,20,에이드,일반,나초,체크 카드
도그맨,어니언,김정웅,50,물,조조,구매 안함,삼성 페이
위시,치즈,김민준,20,환타,조조,구매 안함,신용 카드
웡카,치즈,장성훈,20,환타,일반,구매 안함,삼성 페이
도그맨,어니언,박준호,20,콜라,일반,구매 안함,신용 카드
웡카,일반,이영희,30,구매 안함,일반,구매 안함,삼성 페이
웡카,카라멜,김지혜,30,물,조조,구매 안함,삼성 페이
너의 이름은,어니언,류시우,20,제로 콜라,일반,맛밤,삼성 페이
너의 이름은,치즈,박준영,30,콜라,일반,구매 안함,삼성 페이
도그맨,구매 안함,남예은,50,콜라,일반,구매 안함,체크 카드
시민 덕희,어니언,윤준영,30,에이드,일반,핫도그,체크 카드
외계인,구매 안함,구미영,30,물,일반,구매 안함,신용 카드
시민 덕희,일반,황지은,20,물,일반,구매 안함,삼성 페이
시민 덕희,구매 안함,이예지,40,아메리카노,일반,구매 안함,삼성 페이
외계인,치즈,박영숙,20,환타,조조,구매 안함,삼성 페이
시민 덕희,구매 안함,김순옥,20,물,일반,구매 안함,삼성 페이
웡카,카라멜,김준서,50,콜라,일반,구매 안함,삼성 페이
웡카,카라멜,이정순,20,물,일반,구매 안함,삼성 페이
웡카,구매 안함,노승현,40,콜라,일반,구매 안함,삼성 페이
웡카,일반,박정호,20,아메리카노,일반,구매 안함,삼성 페이
웡카,구매 안함,차영길,40,에이드,일반,구매 안함,신용 카드
너의 이름은,카라멜,최현숙,60,물,일반,핫도그,신용 카드
너의 이름은,카라멜,최준혁,30,물,일반,구매 안함,신용 카드
시민 덕희,구매 안함,김도현,40,에이드,일반,나초,삼성 페이
웡카,구매 안함,박영환,30,환타,일반,구매 안함,삼성 페이
웡카,구매 안함,김수진,50,물,일반,구매 안함,삼성 페이
웡카,구매 안함,박정웅,20,콜라,일반,맛밤,삼성 페이
시민 덕희,어니언,권경희,30,제로 콜라,일반,나초,삼성 페이
시민 덕희,구매 안함,윤미정,20,에이드,조조,핫도그,신용 카드
위시,구매 안함,최민수,20,에이드,조조,구매 안함,신용 카드
웡카,일반,김재현,20,물,일반,나초,체크 카드
웡카,치즈,서정식,60,제로 콜라,심야,구매 안함,삼성 페이
웡카,일반,이선영,30,아메리카노,일반,나초,체크 카드
위시,구매 안함,홍성호,20,사이다,일반,핫도그,삼성 페이
웡카,일반,문영호,20,아메리카노,일반,구매 안함,삼성 페이
시민 덕희,카라멜,김영일,30,사이다,일반,맛밤,삼성 페이
위시,구매 안함,이영미,40,에이드,조조,핫도그,신용 카드
웡카,구매 안함,김영순,40,환타,조조,나초,삼성 페이
위시,카라멜,지광수,20,물,일반,나초,삼성 페이
웡카,구매 안함,최지민,20,콜라,일반,구매 안함,삼성 페이
외계인,어니언,강정자,30,콜라,일반,핫도그,체크 카드
외계인,구매 안함,김우진,50,에이드,일반,구매 안함,삼성 페이
도그맨,어니언,신윤서,20,콜라,조조,핫도그,삼성 페이
도그맨,구매 안함,김상현,20,에이드,심야,나초,삼성 페이
웡카,카라멜,황재호,20,아메리카노,일반,구매 안함,카카오 페이
외계인,일반,김중수,20,콜라,조조,구매 안함,삼성 페이
외계인,구매 안함,권상훈,60,구매 안함,조조,오징어,신용 카드
시민 덕희,일반,이영식,20,아메리카노,일반,맛밤,신용 카드
웡카,치즈,배영자,20,콜라,일반,구매 안함,삼성 페이
웡카,구매 안함,최영길,30,사이다,일반,나초,신용 카드
너의 이름은,구매 안함,한영순,40,아메리카노,심야,구매 안함,카카오 페이
시민 덕희,어니언,김정훈,20,에이드,일반,나초,삼성 페이
웡카,어니언,김아름,20,아메리카노,조조,구매 안함,현금
시민 덕희,일반,송숙자,20,아메리카노,일반,나초,삼성 페이
시민 덕희,카라멜,백영호,30,환타,일반,구매 안함,삼성 페이
너의 이름은,구매 안함,김지영,40,아메리카노,일반,핫도그,삼성 페이
시민 덕희,어니언,안지민,30,사이다,일반,구매 안함,삼성 페이
도그맨,구매 안함,오정훈,30,아메리카노,일반,구매 안함,삼성 페이
도그맨,어니언,백수진,20,에이드,일반,맛밤,삼성 페이
시민 덕희,구매 안함,오광수,40,제로 콜라,일반,핫도그,신용 카드
시민 덕희,일반,윤민재,40,콜라,조조,구매 안함,삼성 페이
도그맨,어니언,김동현,20,물,일반,구매 안함,삼성 페이
시민 덕희,어니언,최지민,40,물,조조,구매 안함,삼성 페이
외계인,일반,박준호,20,사이다,일반,구매 안함,삼성 페이
웡카,구매 안함,장은서,20,에이드,일반,나초,체크 카드
웡카,구매 안함,이지우,20,아메리카노,일반,오징어,삼성 페이
시민 덕희,일반,노성수,20,구매 안함,일반,구매 안함,삼성 페이
너의 이름은,카라멜,최하윤,60,구매 안함,일반,맛밤,신용 카드
위시,치즈,오성진,60,물,일반,나초,체크 카드
너의 이름은,카라멜,김정훈,40,제로 콜라,일반,구매 안함,삼성 페이
웡카,어니언,백병철,30,콜라,조조,구매 안함,삼성 페이
웡카,구매 안함,한영환,30,에이드,일반,핫도그,현금
너의 이름은,구매 안함,최순자,50,아메리카노,일반,구매 안함,삼성 페이
위시,구매 안함,권순옥,20,구매 안함,일반,나초,삼성 페이
웡카,일반,김하은,30,구매 안함,일반,오징어,삼성 페이
웡카,일반,성정호,20,물,조조,구매 안함,삼성 페이
웡카,구매 안함,고성현,40,제로 콜라,심야,맛밤,신용 카드
시민 덕희,일반,최경숙,20,제로 콜라,일반,구매 안함,삼성 페이
웡카,구매 안함,홍미영,30,물,심야,구매 안함,체크 카드
웡카,치즈,류정숙,20,아메리카노,심야,구매 안함,삼성 페이
웡카,일반,이민재,20,환타,일반,구매 안함,삼성 페이
도그맨,구매 안함,김성진,20,물,조조,오징어,신용 카드
외계인,구매 안함,고미경,50,에이드,일반,구매 안함,삼성 페이
위시,구매 안함,권영진,50,콜라,일반,구매 안함,카카오 페이
웡카,카라멜,서정희,40,물,일반,나초,체크 카드
시민 덕희,일반,심도윤,40,물,일반,나초,신용 카드
웡카,구매 안함,김성민,20,아메리카노,심야,나초,신용 카드
웡카,어니언,김영식,50,물,심야,맛밤,체크 카드
시민 덕희,치즈,장영식,20,물,일반,오징어,현금
웡카,구매 안함,한준혁,20,사이다,심야,구매 안함,신용 카드
웡카,구매 안함,박현정,50,사이다,일반,구매 안함,삼성 페이
시민 덕희,구매 안함,황현정,20,환타,조조,구매 안함,카카오 페이
시민 덕희,구매 안함,김민서,60,제로 콜라,심야,구매 안함,현금
시민 덕희,구매 안함,박승민,20,콜라,조조,구매 안함,신용 카드
시민 덕희,구매 안함,박종수,20,구매 안함,일반,나초,신용 카드
시민 덕희,구매 안함,김정자,20,제로 콜라,조조,오징어,삼성 페이
웡카,구매 안함,김재호,50,환타,일반,구매 안함,삼성 페이
웡카,구매 안함,이은서,50,아메리카노,일반,구매 안함,신용 카드
웡카,구매 안함,김경자,20,콜라,조조,구매 안함,삼성 페이
시민 덕희,치즈,김현주,60,제로 콜라,일반,나초,신용 카드
시민 덕희,구매 안함,박영호,60,사이다,일반,나초,신용 카드
시민 덕희,구매 안함,이건우,30,사이다,조조,구매 안함,삼성 페이
시민 덕희,치즈,김지현,20,사이다,일반,구매 안함,삼성 페이
시민 덕희,카라멜,박은영,40,콜라,일반,나초,삼성 페이
도그맨,구매 안함,류현지,20,아메리카노,일반,구매 안함,카카오 페이
웡카,치즈,김정자,20,콜라,일반,핫도그,카카오 페이
도그맨,카라멜,김은지,20,환타,일반,구매 안함,삼성 페이
위시,치즈,심종수,20,구매 안함,조조,나초,체크 카드
웡카,어니언,강지후,20,제로 콜라,일반,구매 안함,신용 카드
시민 덕희,어니언,홍지혜,20,환타,심야,구매 안함,신용 카드
너의 이름은,구매 안함,진정호,30,에이드,일반,나초,체크 카드
시민 덕희,구매 안함,이정남,40,사이다,조조,나초,신용 카드
외계인,구매 안함,손은정,60,물,일반,나초,체크 카드
시민 덕희,치즈,류민서,30,제로 콜라,일반,구매 안함,삼성 페이
웡카,카라멜,박미영,20,제로 콜라,심야,구매 안함,삼성 페이
너의 이름은,구매 안함,박은경,20,아메리카노,일반,구매 안함,삼성 페이
너의 이름은,구매 안함,백영철,40,사이다,조조,핫도그,삼성 페이
도그맨,구매 안함,박경자,60,물,일반,구매 안함,체크 카드
시민 덕희,카라멜,이순옥,30,사이다,일반,구매 안함,삼성 페이
위시,어니언,이민재,20,구매 안함,일반,구매 안함,신용 카드
웡카,구매 안함,최지우,20,콜라,일반,구매 안함,삼성 페이
시민 덕희,구매 안함,최서윤,30,물,일반,오징어,현금
위시,어니언,박승민,30,물,일반,구매 안함,삼성 페이
도그맨,구매 안함,백현정,20,구매 안함,심야,구매 안함,삼성 페이
도그맨,구매 안함,진정호,40,제로 콜라,일반,구매 안함,카카오 페이
웡카,구매 안함,김성현,30,물,일반,구매 안함,삼성 페이
외계인,일반,오지아,30,아메리카노,조조,구매 안함,현금
시민 덕희,카라멜,장경숙,50,물,일반,나초,신용 카드
도그맨,구매 안함,이채원,30,물,일반,구매 안함,신용 카드
웡카,구매 안함,박수빈,30,구매 안함,일반,구매 안함,삼성 페이
시민 덕희,구매 안함,김정숙,20,아메리카노,심야,구매 안함,신용 카드
위시,구매 안함,이지훈,40,사이다,일반,구매 안함,삼성 페이
시민 덕희,일반,최준혁,20,물,일반,구매 안함,체크 카드
웡카,구매 안함,박정호,30,아메리카노,일반,구매 안함,카카오 페이
시민 덕희,치즈,김수진,20,환타,일반,구매 안함,삼성 페이
시민 덕희,구매 안함,윤미정,30,환타,조조,구매 안함,신용 카드
시민 덕희,구매 안함,오우진,50,구매 안함,일반,구매 안함,삼성 페이
시민 덕희,일반,박은정,30,콜라,조조,맛밤,삼성 페이
외계인,구매 안함,최정웅,20,아메리카노,일반,구매 안함,체크 카드
웡카,구매 안함,강하은,40,제로 콜라,조조,구매 안함,삼성 페이
웡카,구매 안함,문보람,50,구매 안함,조조,구매 안함,신용 카드
웡카,구매 안함,박영숙,40,물,일반,오징어,신용 카드
웡카,어니언,송유진,30,구매 안함,일반,맛밤,현금
웡카,구매 안함,안예은,20,제로 콜라,일반,구매 안함,삼성 페이
너의 이름은,치즈,곽명자,30,구매 안함,일반,핫도그,삼성 페이
웡카,구매 안함,최민준,20,물,일반,구매 안함,신용 카드
외계인,구매 안함,서현우,40,물,일반,구매 안함,신용 카드
웡카,일반,황민수,20,제로 콜라,일반,구매 안함,삼성 페이
도그맨,일반,하민석,20,사이다,심야,구매 안함,삼성 페이
웡카,구매 안함,박은서,20,구매 안함,일반,구매 안함,신용 카드
너의 이름은,구매 안함,김정수,20,제로 콜라,일반,구매 안함,삼성 페이
외계인,일반,박정자,30,물,일반,구매 안함,카카오 페이
너의 이름은,구매 안함,이도윤,30,콜라,일반,나초,삼성 페이
웡카,구매 안함,최정숙,40,에이드,일반,구매 안함,체크 카드
시민 덕희,구매 안함,김준호,20,구매 안함,일반,오징어,삼성 페이
너의 이름은,일반,최성현,30,아메리카노,심야,핫도그,삼성 페이
시민 덕희,구매 안함,안영희,20,구매 안함,일반,구매 안함,신용 카드
시민 덕희,어니언,김민재,60,물,심야,구매 안함,신용 카드
시민 덕희,구매 안함,송영철,40,사이다,일반,구매 안함,체크 카드
웡카,구매 안함,최도윤,30,물,일반,구매 안함,삼성 페이
너의 이름은,일반,한혜진,40,물,조조,구매 안함,신용 카드
웡카,치즈,이정수,20,환타,조조,나초,신용 카드
웡카,구매 안함,서지우,50,물,조조,구매 안함,체크 카드
웡카,카라멜,김성진,20,물,조조,구매 안함,신용 카드
너의 이름은,카라멜,서현준,30,환타,일반,나초,삼성 페이
너의 이름은,구매 안함,박은영,20,제로 콜라,일반,맛밤,체크 카드
위시,구매 안함,윤상철,20,구매 안함,조조,핫도그,삼성 페이
웡카,일반,박혜진,20,아메리카노,일반,핫도그,카카오 페이
웡카,치즈,김영식,20,콜라,일반,나초,신용 카드
위시,구매 안함,우경희,30,제로 콜라,심야,구매 안함,삼성 페이
시민 덕희,어니언,이미영,40,콜라,일반,핫도그,카카오 페이
웡카,구매 안함,장승민,30,콜라,일반,구매 안함,신용 카드
시민 덕희,어니언,이진호,20,콜라,조조,구매 안함,체크 카드
웡카,치즈,이성훈,30,구매 안함,조조,나초,신용 카드
위시,카라멜,김미정,20,구매 안함,일반,구매 안함,신용 카드
위시,일반,곽재현,20,에이드,일반,구매 안함,체크 카드
위시,구매 안함,박은영,20,물,일반,구매 안함,현금
웡카,구매 안함,이아름,40,아메리카노,일반,오징어,삼성 페이
웡카,구매 안함,장재현,20,물,심야,구매 안함,삼성 페이
시민 덕희,카라멜,김서준,30,환타,일반,나초,신용 카드
웡카,구매 안함,박광수,20,물,일반,구매 안함,삼성 페이
웡카,구매 안함,장춘자,30,콜라,일반,구매 안함,삼성 페이
시민 덕희,구매 안함,이정자,50,환타,일반,오징어,삼성 페이
웡카,카라멜,최수진,20,환타,일반,구매 안함,삼성 페이
도그맨,구매 안함,김지우,20,콜라,조조,나초,삼성 페이
웡카,구매 안함,김영환,60,제로 콜라,조조,구매 안함,신용 카드
시민 덕희,일반,차하은,40,구매 안함,일반,핫도그,신용 카드
웡카,구매 안함,박정남,30,에이드,일반,나초,신용 카드
시민 덕희,카라멜,이민준,20,제로 콜라,일반,구매 안함,삼성 페이
웡카,일반,김순옥,50,물,일반,나초,삼성 페이
너의 이름은,구매 안함,최정훈,40,물,일반,구매 안함,신용 카드
웡카,카라멜,이종수,20,에이드,조조,나초,체크 카드
